a,b,V0,R,C,k,mws_projection_fraction,mws_local_snr_dB,mws_peak_amplitude,mws_rough_frequency_Hz,mws_frequency_Hz,frequency_error_Hz,abs_frequency_error_Hz,original_projection_energy,original_energy_fraction,combined_score
1,5.5,2.5,0.25,0.35,0.48,0.12339842865001,26.4004064138714,0.00472970408194302,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.25,0.35,0.7,0.14387855452323,25.2189431359658,0.00536393566183767,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.25,0.6,0.04,0.0264812834878804,28.4734452352755,0.000923625007282782,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.25,0.6,0.08,0.0565787409001594,26.5309170542587,0.00164637734917292,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.25,0.6,0.14,0.0799110820657533,25.4874459778427,0.00209185525349194,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.25,0.6,0.22,0.112510698127482,25.0153091380449,0.00266465222561165,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.25,0.6,0.32,0.125494113442727,24.7697173377363,0.00300445218769803,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.25,0.6,0.48,0.138564320675834,25.5840300567953,0.00342251246201057,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.25,0.6,0.7,0.13941109064465,27.3471227130571,0.00370899100385343,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.25,0.9,0.04,0.0390670335336263,27.3508264894277,0.000890014296014933,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.25,0.9,0.08,0.0704197647309332,24.8012764908325,0.00131978975908685,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.25,0.9,0.14,0.114299291926901,25.4008180425344,0.00181595030469387,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.25,0.9,0.22,0.129462503320164,26.1148283538182,0.00208786596119824,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.25,0.9,0.32,0.142430518845714,26.9462314500078,0.00238269244498539,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.25,0.9,0.48,0.140299993144455,26.8834897172977,0.00249162326433493,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.25,0.9,0.7,0.141371378554978,27.6673045564432,0.00291865935187887,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.5,0.12,0.04,0.0786710780853378,25.2001126580273,0.00065413928402947,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.5,0.12,0.08,0.118167463262556,26.3190798029534,0.000887070331419538,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.5,0.12,0.14,0.144565241169666,25.7661958703064,0.00108109751952674,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.5,0.12,0.22,0.136642839896825,27.8099602852235,0.00114256311899835,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.5,0.12,0.32,0.141360011794744,27.6921270128942,0.00132191022958186,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.5,0.12,0.48,0.158368261432242,26.9427275953397,0.00249393887005681,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.5,0.12,0.7,0.178826976829116,25.8509356054242,0.00587786562873443,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.5,0.2,0.04,0.0268176491907769,28.6310856830787,0.000825217118242361,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.5,0.2,0.08,0.0607605315359391,26.4656742866267,0.00149968100118468,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.5,0.2,0.14,0.0965460073030927,26.4647720653023,0.00206650180159604,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.5,0.2,0.22,0.121158069225287,26.0109934060582,0.00257729976119177,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.5,0.2,0.32,0.137032725736885,26.1844926708231,0.00277137250120337,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.5,0.2,0.48,0.142243575892728,27.4570065622619,0.00313794119018797,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.5,0.2,0.7,0.150045079803914,27.3862224155453,0.00348425572791481,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.5,0.35,0.04,0.0221250414634357,27.468316346029,0.000889696099962551,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.5,0.35,0.08,0.047554841180647,26.5999401129111,0.0016161688197413,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.5,0.35,0.14,0.0782275301181065,26.3352816385933,0.00231253587904678,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.5,0.35,0.22,0.114026309820149,25.5853542514641,0.00296954076442775,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.5,0.35,0.32,0.12978852049774,25.4204048242943,0.00343763595017639,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.5,0.35,0.48,0.146349193427158,27.4709321445704,0.00385116617569377,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.5,0.35,0.7,0.14816780133941,25.9740423644526,0.00411815483315876,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.5,0.6,0.04,0.0299685451505208,27.7093255702537,0.00091263596067797,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.5,0.6,0.08,0.0614194320105655,25.6285130717689,0.00154098656536942,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.5,0.6,0.14,0.0898073596151226,23.8166188020626,0.00196752706635121,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.5,0.6,0.22,0.114803030212744,26.1586354087874,0.00236680125980765,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.5,0.6,0.32,0.141931209712019,26.1712576625594,0.00287997437274603,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.5,0.6,0.48,0.141912156265236,27.7799772994122,0.00304258106615599,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.5,0.6,0.7,0.142825344683256,28.8864605956719,0.00338442082787666,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.5,0.9,0.04,0.0418962085437761,27.1384356463867,0.000876667791483983,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.5,0.9,0.08,0.0769646607345119,24.9893207681433,0.00131246459945582,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.5,0.9,0.14,0.112685589444872,25.5021472475292,0.00174660216909352,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.5,0.9,0.22,0.129493914475767,25.8213864512263,0.00197584995424957,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.5,0.9,0.32,0.138604305004442,26.5654835021756,0.00224829482287511,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.5,0.9,0.48,0.144048903655059,28.6861266296486,0.00242193251670839,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.5,0.9,0.7,0.146686542646306,28.33643490523,0.00297534721694896,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.8,0.12,0.04,0.154386645837014,26.3591687491485,0.000225033524416178,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.8,0.12,0.08,0.192101407656414,26.1514448850125,0.00107448536518848,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.8,0.12,0.14,0.201051628529148,27.2937238931399,0.00263574036383113,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.8,0.12,0.22,0.192505468969261,27.8799553989517,0.00464649030095474,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.8,0.12,0.32,0.18413644183993,28.029314822351,0.00710190693265749,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.8,0.12,0.48,0.176315011563506,28.4485137119556,0.0109565554921622,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.8,0.12,0.7,0.170970419318581,28.6863757327919,0.0162158034799773,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.8,0.2,0.04,0.109224325435498,25.301793616113,0.00056056695126815,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.8,0.2,0.08,0.139732636973741,26.5063702417394,0.000723722842799901,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.8,0.2,0.14,0.141197030396356,27.3288200933506,0.000817545700512399,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.8,0.2,0.22,0.142192941972552,26.6632868015981,0.000937051667599953,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.8,0.2,0.32,0.154438499993396,27.9437841057041,0.00164006904929918,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.8,0.2,0.48,0.173002358962267,25.3679055768723,0.00423376632684527,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.8,0.2,0.7,0.19738733568008,26.0393584560886,0.0092496084323028,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.8,0.35,0.04,0.0435967164238678,28.3685765864516,0.000827226426548399,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.8,0.35,0.08,0.0781647534458061,24.6768981972284,0.00123432226951675,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.8,0.35,0.14,0.115940613682098,25.2656229320851,0.00167360649272367,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.8,0.35,0.22,0.144488406007678,26.1006295818298,0.00196939056216825,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.8,0.35,0.32,0.146623966428881,26.337867153912,0.00213047605761642,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.8,0.35,0.48,0.14529440118531,28.0738466173761,0.00231496076036326,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.8,0.35,0.7,0.150812209443353,27.9658791065651,0.00300805258703101,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.8,0.6,0.04,0.03913506272639,27.4834240336657,0.000875935015990244,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.8,0.6,0.08,0.0735483285389292,25.130061158131,0.00137251654439261,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.8,0.6,0.14,0.108162375912099,24.2960013744027,0.00178632140570369,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.8,0.6,0.22,0.129777096550552,25.4428299685426,0.002140307851636,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.8,0.6,0.32,0.13875406325695,25.7871507633657,0.00234890466944714,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.8,0.6,0.48,0.146477372508711,28.1155074211469,0.00259338623830681,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.8,0.6,0.7,0.142412259735589,27.2885452280861,0.00289110120931607,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.8,0.9,0.04,0.0462063139029493,25.0569858302693,0.000817021094112867,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.8,0.9,0.08,0.0799699896924548,24.4436866543281,0.00120013455267679,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.8,0.9,0.14,0.114465013841203,25.7945456169013,0.00155790425328133,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.8,0.9,0.22,0.149294683677609,27.0018001481025,0.00193248693707512,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.8,0.9,0.32,0.141526784016007,26.9927338120896,0.00203679484766891,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.8,0.9,0.48,0.136490436147383,28.2011641519419,0.0021704004192256,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,0.8,0.9,0.7,0.153002251014788,27.1888053487543,0.00317448923029867,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.2,0.12,0.04,0.161435627163835,28.7488048110734,0.000944684988003664,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.2,0.12,0.08,0.157155715104721,28.7864693955412,0.00190472601142915,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.2,0.12,0.14,0.155307921161941,28.8067973224728,0.00334412868787527,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.2,0.12,0.22,0.154404704197789,28.8090701279497,0.00526303986307017,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.2,0.12,0.32,0.153911150186328,28.8113496103678,0.00766148171100992,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.2,0.12,0.48,0.153550225105984,28.8139538488824,0.0114987634363763,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.2,0.12,0.7,0.153330261842121,28.8147861633801,0.0167748539590001,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.2,0.2,0.04,0.151934091195598,26.4640385400174,0.000187463082202554,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.2,0.2,0.08,0.184267328717499,25.6698214854102,0.000926152361444201,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.2,0.2,0.14,0.200776638789453,26.9777202371575,0.00247840829773903,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.2,0.2,0.22,0.194852989858735,27.6149531457113,0.00452316907232526,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.2,0.2,0.32,0.186344741922806,28.0408596666686,0.00700304532513565,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.2,0.2,0.48,0.177729319260969,28.2842461453877,0.0108943571479306,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.2,0.2,0.7,0.171372011558606,28.6439183562463,0.0161805550913447,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.2,0.35,0.04,0.105247342150147,25.1535348356567,0.00055604044560592,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.2,0.35,0.08,0.141803663899236,26.1169420867089,0.000702257471946331,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.2,0.35,0.14,0.143956027751392,27.190967772143,0.000804870369917354,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.2,0.35,0.22,0.140059182852754,26.8702018430586,0.000915474794349932,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.2,0.35,0.32,0.154805930811229,27.1905456003749,0.00169788054923134,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.2,0.35,0.48,0.174154855246038,25.6390272468113,0.00447086546622346,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.2,0.35,0.7,0.195758504789186,26.2604211311301,0.00968649769769715,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.2,0.6,0.04,0.0623339613132287,26.0037195960071,0.000773967636153427,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.2,0.6,0.08,0.107711777698319,24.8692947073928,0.00112242940437315,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.2,0.6,0.14,0.130966690279183,25.8949846259737,0.00135585994452744,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.2,0.6,0.22,0.141606284768344,26.5334815136226,0.00154357600545407,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.2,0.6,0.32,0.141222128755922,28.3826238387483,0.00164321102975728,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.2,0.6,0.48,0.146551288186013,26.6051253109772,0.00202221840520088,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.2,0.6,0.7,0.156798410292824,25.9430479875731,0.00422612931932496,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.2,0.9,0.04,0.0585875734543499,24.7476141898107,0.000789627123010465,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.2,0.9,0.08,0.101244275116999,24.6487207394254,0.0011104273435623,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.2,0.9,0.14,0.125852189180709,26.5196394015542,0.00139914177217527,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.2,0.9,0.22,0.141112768521297,24.8912010649244,0.00159571323809096,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.2,0.9,0.32,0.139904132846147,28.2811321395334,0.00168663197166506,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.2,0.9,0.48,0.149228284377414,28.5746532036599,0.00206793950017549,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.2,0.9,0.7,0.154873298888446,25.5441360753328,0.00399477034353439,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.6,0.12,0.04,0.152959826000169,28.8158739590151,0.000959114426936916,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.6,0.12,0.08,0.152802004124285,28.8167527158387,0.00191870153312128,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.6,0.12,0.14,0.152734431506695,28.817113586446,0.00335808181458549,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.6,0.12,0.22,0.15270173303799,28.8172748216256,0.00527725400283421,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.6,0.12,0.32,0.152683939055686,28.8173556787368,0.00767621784330274,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.6,0.12,0.48,0.152671051998453,28.8174223491119,0.0115145567817776,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.6,0.12,0.7,0.152663189384103,28.8174587135268,0.0167922660635765,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.6,0.2,0.04,0.18626031905771,27.9500160665561,0.000871122352843143,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.6,0.2,0.08,0.171456358857604,28.5553600232956,0.00184544982757148,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.6,0.2,0.14,0.163930360307546,28.7139154444517,0.00329010795644177,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.6,0.2,0.22,0.160037308440475,28.7581139565379,0.00521035904677802,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.6,0.2,0.32,0.157881305822981,28.7814163806101,0.00760919251667065,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.6,0.2,0.48,0.156309582449264,28.8033462420129,0.0114464101716141,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.6,0.2,0.7,0.15531772894899,28.8083324469035,0.0167210400471001,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.6,0.35,0.04,0.146649083992928,26.7165189922938,0.000257028839644286,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.6,0.35,0.08,0.147272858008547,28.7059964090912,0.000337275641362369,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.6,0.35,0.14,0.164228434530874,25.2137877843654,0.00111576404844068,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.6,0.35,0.22,0.192243961721728,26.1075265513713,0.00296565583712032,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.6,0.35,0.32,0.200948177255511,27.0891397868799,0.00557315456227822,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.6,0.35,0.48,0.196994639331565,27.5334229060784,0.0096790486023671,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.6,0.35,0.7,0.188746772941837,28.0052019017055,0.0151458900154384,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.6,0.6,0.04,0.0887914227447286,22.5827229953485,0.000563926895774874,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.6,0.6,0.08,0.126265652629244,25.0589320643282,0.00077574403082162,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.6,0.6,0.14,0.148351772134106,27.0142246182127,0.000907057039520965,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.6,0.6,0.22,0.136193621805082,27.9166589742689,0.000972568576307909,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.6,0.6,0.32,0.154043339250635,27.4201055186397,0.00146981034323628,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.6,0.6,0.48,0.164971477823587,24.9084425131372,0.00366191839435554,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.6,0.6,0.7,0.188020318943477,25.813175410097,0.00854511225728085,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.6,0.9,0.04,0.0732748144754319,25.8728138195472,0.000677963675020545,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.6,0.9,0.08,0.110865512156757,25.9199901051048,0.000934868140988509,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.6,0.9,0.14,0.146705439624568,25.7765442233454,0.00115126066062243,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.6,0.9,0.22,0.13915567768765,26.9679725274662,0.00125249923890109,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.6,0.9,0.32,0.138900244412276,28.1310263607935,0.00135801921242682,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.6,0.9,0.48,0.154152759853779,27.0709403146903,0.00243849770218185,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,2.5,1.6,0.9,0.7,0.167588890029869,24.6465196996182,0.00597685742921434,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,4,0.25,0.12,0.04,0.239619074090266,28.9562519256538,0.000402700751811096,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,4,0.25,0.12,0.08,0.239620357370983,28.9565933804055,0.000805413060354638,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,4,0.25,0.12,0.14,0.239622043698949,28.9570216753155,0.00140952033552724,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,4,0.25,0.12,0.22,0.239623840502662,28.9574336821804,0.00221511039181623,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,4,0.25,0.12,0.32,0.239625343922467,28.9576869214507,0.00322236950678286,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,4,0.25,0.12,0.48,0.0357579549295212,26.9162508710116,0.00474684552513866,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,4,0.25,0.12,0.7,0.059204247859995,26.0602691961379,0.00690783235802433,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,4,0.25,0.2,0.04,0.23629570262703,28.9018358643739,0.000681629412546177,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,4,0.25,0.2,0.08,0.236292355145787,28.9012660994399,0.00136326920550016,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,4,0.25,0.2,0.14,0.236287354060017,28.9007320194017,0.00238580512086953,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,4,0.25,0.2,0.22,0.0303009568167789,28.2169165044074,0.00371535941993503,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,4,0.25,0.2,0.32,0.047971894861288,26.9768472498254,0.00517485613375039,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,4,0.25,0.2,0.48,0.0792608495988325,25.5747511294717,0.00742495719354782,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,4,0.25,0.2,0.7,0.105669960107877,26.2023590618982,0.00913602524122206,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,4,0.25,0.35,0.04,0.189226476461935,28.8411489153268,0.000891165351985264,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,4,0.25,0.35,0.08,0.0182804413681199,29.041296061864,0.00177320377199784,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,4,0.25,0.35,0.14,0.0357029156579326,27.3126940374275,0.00294162463066012,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,4,0.25,0.35,0.22,0.0614045262821276,26.9999484857498,0.00429555347419948,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,4,0.25,0.35,0.32,0.0774148063592032,25.4683086222758,0.00522694773847231,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,5.5,4,0.25,0.35,0.48,0.112722405446725,24.7994835127508,0.006517308347236,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
