time_s,sr_output
162.24,0.00807437704041691
162.26,0.00886589023403361
162.28,0.00863013670365753
162.3,0.00740450437337803
162.32,0.00360565052662454
162.34,0.000907799861695646
162.36,-0.00225029073790783
162.38,-0.0030352805078272
162.4,-0.00282024320079288
162.42,0.000219832704934197
162.44,0.00345942058879178
162.46,0.0072316343661033
162.48,0.00988744720690671
162.5,0.0119861042564254
162.52,0.0142058904702821
162.54,0.0174211101482883
162.56,0.0198102214316577
162.58,0.0206162031449643
162.6,0.021025748314221
162.62,0.0188911806391771
162.64,0.0164579671981185
162.66,0.0132521413870083
162.68,0.0112575821984345
162.7,0.0102204087109862
162.72,0.0116399147224634
162.74,0.0121916322995156
162.76,0.0141496867594632
162.78,0.0161147055425744
162.8,0.0194656177610485
162.82,0.0242996591323038
162.84,0.0293546879671857
162.86,0.0336715304961973
162.88,0.0380849852325126
162.9,0.0427741224926709
162.92,0.0446442555920378
162.94,0.045811854274752
162.96,0.0460289735631384
162.98,0.0441347844278769
163,0.0393901920456555
163.02,0.0364377677175668
163.04,0.0334672740166156
163.06,0.0309796893887423
163.08,0.0300240849932233
163.1,0.0294958886911846
163.12,0.028102261614051
163.14,0.0284094237403757
163.16,0.0273753851365822
163.18,0.0254999799308152
163.2,0.0222655543980913
163.22,0.0192672815804137
163.24,0.0145550304739447
163.26,0.0110912662915571
163.28,0.0082697596393243
163.3,0.00685735086147699
163.32,0.0027747449087715
163.34,-0.00126557261440063
163.36,-0.00467420400161511
163.38,-0.00658905592927372
163.4,-0.00854225318673041
163.42,-0.00688034882309874
163.44,-0.00361994082202266
163.46,-0.00055672731861145
163.48,-0.00018587028835626
163.5,0.00145549155320712
163.52,0.00159250723492599
163.54,0.00154283126022736
163.56,0.0024193477611637
163.58,0.00586348851074991
163.6,0.00883248993742936
163.62,0.0125937523621186
163.64,0.0158472191671567
163.66,0.018586536021319
163.68,0.0223024976538547
163.7,0.025788425405069
163.72,0.0291298915187957
163.74,0.0331284990544697
163.76,0.0386465580048648
163.78,0.0419701086182253
163.8,0.0450488249534221
163.82,0.0470559759190435
163.84,0.0470710631986661
163.86,0.0458712904121669
163.88,0.0439875137134492
163.9,0.0412952134323897
163.92,0.0391951481135907
163.94,0.0375273510840687
163.96,0.0348285038319528
163.98,0.0339984594732471
164,0.0323648747014692
164.02,0.0295911744841938
164.04,0.0263793306717958
164.06,0.0242708195828879
164.08,0.019476995320702
164.1,0.0155348582050553
164.12,0.0138351350941449
164.14,0.013391612933877
164.16,0.0121445974292723
164.18,0.0118146632286303
164.2,0.0131456633892607
164.22,0.0139934426415737
164.24,0.0156233341496742
164.26,0.017024945168027
164.28,0.0197787303647351
164.3,0.0222132241529861
164.32,0.023395635308279
164.34,0.0252565690243202
164.36,0.0275444079618535
164.38,0.0307110827962421
164.4,0.0322856469052216
164.42,0.0351088951395028
164.44,0.0364316457696033
164.46,0.0369370561687407
164.48,0.0361550729740007
164.5,0.0377137241873614
164.52,0.0396104885310907
164.54,0.0401089571421073
164.56,0.0409918329369942
164.58,0.0426468779160326
164.6,0.0440279414843258
164.62,0.0461289318457999
164.64,0.049226056911123
164.66,0.0511159491004328
164.68,0.052078531623499
164.7,0.0512161280171571
164.72,0.0481489188375473
164.74,0.0443934187270264
164.76,0.0425600067609936
164.78,0.04080857525991
164.8,0.0405764851275111
164.82,0.0397720479432974
164.84,0.0392960878386884
164.86,0.0369935906510904
164.88,0.0346897646624361
164.9,0.0308313094535219
164.92,0.026816707527895
164.94,0.0239785822296065
164.96,0.0235361779793369
164.98,0.0237749307295939
165,0.0237368988962808
165.02,0.0241156312617666
165.04,0.0229650429246288
165.06,0.0217102482519992
165.08,0.02108037067629
165.1,0.0225273446599158
165.12,0.0251762167922932
165.14,0.0280321431506289
165.16,0.0289504135893422
165.18,0.0275689233542674
165.2,0.0251661512867741
165.22,0.0232290269361634
165.24,0.0203971022385133
165.26,0.0159035920354281
165.28,0.0120662824128536
165.3,0.00720507109164636
165.32,0.00239707043056014
165.34,-0.000313162213846141
165.36,-0.00100104477679219
165.38,-0.00221326686095302
165.4,-0.00138230912370563
165.42,-0.00203453152312649
165.44,-0.00324121798614296
165.46,-0.00324183426734004
165.48,-0.00274255064086448
165.5,-0.00366044868383508
